all_nodes	bindingprot_layer	cov_layer	deg_layer	gene_symbol	log2FoldChange	Matching.Attribute	name	node_source	padj	ppi_layer	selected	shared name	tf_layer
bindingprot	bindingprot	NA	NA	MAPK6		Q16659	Q16659	viralmirna		NA	FALSE	Q16659	NA
bindingprot	bindingprot	NA	NA	APLF		Q8IW19	Q8IW19	viralmirna		NA	FALSE	Q8IW19	NA
bindingprot	bindingprot	NA	NA	VANGL1		Q8TAA9	Q8TAA9	viralmirna		NA	FALSE	Q8TAA9	NA
bindingprot	bindingprot	NA	NA	RPGRIP1L		Q68CZ1	Q68CZ1	viralmirna		NA	FALSE	Q68CZ1	NA
bindingprot	bindingprot	NA	NA	KDM5C		P41229	P41229	viralmirna		NA	FALSE	P41229	NA
bindingprot	bindingprot	NA	NA	PARD6B		Q9BYG5	Q9BYG5	viralmirna		NA	FALSE	Q9BYG5	NA
bindingprot	bindingprot	NA	NA	ARHGAP12		Q8IWW6	Q8IWW6	viralmirna		NA	FALSE	Q8IWW6	NA
bindingprot	bindingprot	NA	NA	BCORL1		Q5H9F3	Q5H9F3	viralmirna		NA	FALSE	Q5H9F3	NA
bindingprot	bindingprot	NA	NA	SCYL2		Q6P3W7	Q6P3W7	viralmirna		NA	FALSE	Q6P3W7	NA
cov2	NA	cov2	NA	NA		cov-miR-2	cov-miR-2	viralmirna		NA	FALSE	cov-miR-2	NA
bindingprot	bindingprot	NA	NA	CDK12		Q9NYV4	Q9NYV4	viralmirna		NA	FALSE	Q9NYV4	NA
cov2	NA	cov2	NA	NA		cov-miR-3	cov-miR-3	viralmirna		NA	FALSE	cov-miR-3	NA
bindingprot	bindingprot	NA	NA	RGS19		P49795	P49795	viralmirna		NA	FALSE	P49795	NA
bindingprot	bindingprot	NA	NA	ARPC1A	-0.329337753	Q92747	Q92747	viralmirna	1	NA	FALSE	Q92747	NA
bindingprot	bindingprot	NA	NA	SS18L1		O75177	O75177	viralmirna		NA	FALSE	O75177	NA
bindingprot	bindingprot	NA	NA	SEMA6D		Q8NFY4	Q8NFY4	viralmirna		NA	FALSE	Q8NFY4	NA
cov2	NA	cov2	NA	NA		cov-miR-4	cov-miR-4	viralmirna		NA	FALSE	cov-miR-4	NA
bindingprot	bindingprot	NA	NA	PPP6C		O00743	O00743	viralmirna		NA	FALSE	O00743	NA
bindingprot	bindingprot	NA	NA	RLIM	0.31324691	Q9NVW2	Q9NVW2	viralmirna	0.109201945	NA	FALSE	Q9NVW2	NA
bindingprot	bindingprot	NA	NA	ACTR2	-0.386997838	P61160	P61160	viralmirna	0.013090103	NA	FALSE	P61160	NA
bindingprot	bindingprot	NA	NA	PDP1		Q9P0J1	Q9P0J1	viralmirna		NA	FALSE	Q9P0J1	NA
cov2	NA	cov2	NA	NA		cov-miR-5	cov-miR-5	viralmirna		NA	FALSE	cov-miR-5	NA
bindingprot	bindingprot	NA	NA	CAPRIN2		Q6IMN6	Q6IMN6	viralmirna		NA	FALSE	Q6IMN6	NA
bindingprot	bindingprot	NA	NA	DCTN5		Q9BTE1	Q9BTE1	viralmirna		NA	FALSE	Q9BTE1	NA
bindingprot	bindingprot	NA	NA	CDC42BPA	-0.369519666	Q5VT25	Q5VT25	viralmirna	1	NA	FALSE	Q5VT25	NA
bindingprot	bindingprot	NA	NA	CXCL6		P80162	P80162	viralmirna		NA	FALSE	P80162	NA
cov2	NA	cov2	NA	NA		cov-miR-6	cov-miR-6	viralmirna		NA	FALSE	cov-miR-6	NA
bindingprot	bindingprot	NA	NA	KPNA6		O60684	O60684	viralmirna		NA	FALSE	O60684	NA
bindingprot;protein	bindingprot	NA	NA	IRF6		O14896	O14896	viralmirna		protein	FALSE	O14896	NA
bindingprot	bindingprot	NA	NA	AMOT		Q4VCS5	Q4VCS5	viralmirna		NA	FALSE	Q4VCS5	NA
bindingprot	bindingprot	NA	NA	CTDSPL		O15194	O15194	viralmirna		NA	FALSE	O15194	NA
bindingprot	bindingprot	NA	NA	PTPN21		Q16825	Q16825	viralmirna		NA	FALSE	Q16825	NA
bindingprot	bindingprot	NA	NA	MCF2L		O15068	O15068	viralmirna		NA	FALSE	O15068	NA
bindingprot	bindingprot	NA	NA	TPR		P12270	P12270	viralmirna		NA	FALSE	P12270	NA
bindingprot	bindingprot	NA	NA	ASXL2		Q76L83	Q76L83	viralmirna		NA	FALSE	Q76L83	NA
bindingprot	bindingprot	NA	NA	DISP2		A7MBM2	A7MBM2	viralmirna		NA	FALSE	A7MBM2	NA
bindingprot	bindingprot	NA	NA	MYCBP		Q99417	Q99417	viralmirna		NA	FALSE	Q99417	NA
bindingprot	bindingprot	NA	NA	PRMT2	-0.346754106	P55345	P55345	viralmirna	0.769557044	NA	FALSE	P55345	NA
cov2	NA	cov2	NA	NA		cov-miR-7	cov-miR-7	viralmirna		NA	FALSE	cov-miR-7	NA
bindingprot	bindingprot	NA	NA	IFNLR1		Q8IU57	Q8IU57	viralmirna		NA	FALSE	Q8IU57	NA
bindingprot	bindingprot	NA	NA	EIF5B		O60841	O60841	viralmirna		NA	FALSE	O60841	NA
bindingprot	bindingprot	NA	NA	TXNRD1	-1.445501177	Q16881	Q16881	viralmirna	5.51E-12	NA	FALSE	Q16881	NA
cov2	NA	cov2	NA	NA		cov-miR-8	cov-miR-8	viralmirna		NA	FALSE	cov-miR-8	NA
bindingprot	bindingprot	NA	NA	AAK1		Q2M2I8	Q2M2I8	viralmirna		NA	FALSE	Q2M2I8	NA
bindingprot	bindingprot	NA	NA	THBS2		P35442	P35442	viralmirna		NA	FALSE	P35442	NA
bindingprot	bindingprot	NA	NA	GPLD1		P80108	P80108	viralmirna		NA	FALSE	P80108	NA
bindingprot	bindingprot	NA	NA	UVRAG	0.921494939	Q9P2Y5	Q9P2Y5	viralmirna	7.08E-10	NA	FALSE	Q9P2Y5	NA
bindingprot	bindingprot	NA	NA	CREBZF		Q9NS37	Q9NS37	viralmirna		NA	FALSE	Q9NS37	NA
bindingprot	bindingprot	NA	NA	NEK3		P51956	P51956	viralmirna		NA	FALSE	P51956	NA
cov2	NA	cov2	NA	NA		cov-miR-9	cov-miR-9	viralmirna		NA	FALSE	cov-miR-9	NA
bindingprot	bindingprot	NA	NA	CISD2	-0.289052562	Q8N5K1	Q8N5K1	viralmirna	1	NA	FALSE	Q8N5K1	NA
bindingprot	bindingprot	NA	NA	NFIB		O00712	O00712	viralmirna		NA	FALSE	O00712	NA
bindingprot	bindingprot	NA	NA	CUL4A		Q13619	Q13619	viralmirna		NA	FALSE	Q13619	NA
bindingprot	bindingprot	NA	NA	GNB4		Q9HAV0	Q9HAV0	viralmirna		NA	FALSE	Q9HAV0	NA
bindingprot	bindingprot	NA	NA	SENP2		Q9HC62	Q9HC62	viralmirna		NA	FALSE	Q9HC62	NA
bindingprot	bindingprot	NA	NA	ARID1A	0.32440445	O14497	O14497	viralmirna	1	NA	FALSE	O14497	NA
bindingprot	bindingprot	NA	NA	CYFIP2		Q96F07	Q96F07	viralmirna		NA	FALSE	Q96F07	NA
bindingprot	bindingprot	NA	NA	MED1		Q15648	Q15648	viralmirna		NA	FALSE	Q15648	NA
bindingprot	bindingprot	NA	NA	HIPK2	0.374709428	Q9H2X6	Q9H2X6	viralmirna	0.21167415	NA	FALSE	Q9H2X6	NA
bindingprot	bindingprot	NA	NA	TERF1		P54274	P54274	viralmirna		NA	FALSE	P54274	NA
bindingprot	bindingprot	NA	NA	PPARGC1A		Q9UBK2	Q9UBK2	viralmirna		NA	FALSE	Q9UBK2	NA
bindingprot	bindingprot	NA	NA	IL20RA		Q9UHF4	Q9UHF4	viralmirna		NA	FALSE	Q9UHF4	NA
bindingprot	bindingprot	NA	NA	PLEKHG3	0.315766553	A1L390	A1L390	viralmirna	1	NA	FALSE	A1L390	NA
bindingprot	bindingprot	NA	NA	BACH1		O14867	O14867	viralmirna		NA	FALSE	O14867	NA
bindingprot	bindingprot	NA	NA	DUSP4		Q13115	Q13115	viralmirna		NA	FALSE	Q13115	NA
cov2	NA	cov2	NA	NA		cov-miR-10	cov-miR-10	viralmirna		NA	FALSE	cov-miR-10	NA
bindingprot	bindingprot	NA	NA	MDK	-0.551119436	P21741	P21741	viralmirna	1	NA	FALSE	P21741	NA
bindingprot	bindingprot	NA	NA	TNFRSF9	0.326776683	Q07011	Q07011	viralmirna	5.30E-04	NA	FALSE	Q07011	NA
bindingprot	bindingprot	NA	NA	TP53RK		Q96S44	Q96S44	viralmirna		NA	FALSE	Q96S44	NA
bindingprot	bindingprot	NA	NA	OPTN		Q96CV9	Q96CV9	viralmirna		NA	FALSE	Q96CV9	NA
bindingprot	bindingprot	NA	NA	GNG12	-0.387583526	Q9UBI6	Q9UBI6	viralmirna	1	NA	FALSE	Q9UBI6	NA
bindingprot	bindingprot	NA	NA	FAM13B		Q9NYF5	Q9NYF5	viralmirna		NA	FALSE	Q9NYF5	NA
cov2	NA	cov2	NA	NA		cov-miR-11	cov-miR-11	viralmirna		NA	FALSE	cov-miR-11	NA
bindingprot	bindingprot	NA	NA	PHLPP2		Q6ZVD8	Q6ZVD8	viralmirna		NA	FALSE	Q6ZVD8	NA
bindingprot	bindingprot	NA	NA	HIF1AN		Q9NWT6	Q9NWT6	viralmirna		NA	FALSE	Q9NWT6	NA
bindingprot	bindingprot	NA	NA	UBE4A		Q14139	Q14139	viralmirna		NA	FALSE	Q14139	NA
bindingprot;protein	bindingprot	NA	NA	RBBP4		Q09028	Q09028	viralmirna		protein	FALSE	Q09028	NA
bindingprot	bindingprot	NA	NA	APC2		O95996	O95996	viralmirna		NA	FALSE	O95996	NA
bindingprot	bindingprot	NA	NA	GPC4		O75487	O75487	viralmirna		NA	FALSE	O75487	NA
cov2	NA	cov2	NA	NA		cov-miR-12	cov-miR-12	viralmirna		NA	FALSE	cov-miR-12	NA
bindingprot	bindingprot	NA	NA	UBL4A		P11441	P11441	viralmirna		NA	FALSE	P11441	NA
bindingprot;protein	bindingprot	NA	NA	PDK2		Q15119	Q15119	viralmirna		protein	FALSE	Q15119	NA
bindingprot;protein	bindingprot	NA	NA	TNFSF4		P23510	P23510	viralmirna		protein	FALSE	P23510	NA
bindingprot	bindingprot	NA	NA	XIAP		P98170	P98170	viralmirna		NA	FALSE	P98170	NA
cov2	NA	cov2	NA	NA		cov-miR-13	cov-miR-13	viralmirna		NA	FALSE	cov-miR-13	NA
bindingprot;protein	bindingprot	NA	NA	TSLP		Q969D9	Q969D9	viralmirna		protein	FALSE	Q969D9	NA
bindingprot	bindingprot	NA	NA	RANBP2		P49792	P49792	viralmirna		NA	FALSE	P49792	NA
bindingprot	bindingprot	NA	NA	PPP2R2C		Q9Y2T4	Q9Y2T4	viralmirna		NA	FALSE	Q9Y2T4	NA
bindingprot	bindingprot	NA	NA	SPRED1		Q7Z699	Q7Z699	viralmirna		NA	FALSE	Q7Z699	NA
bindingprot	bindingprot	NA	NA	SUPT7L		O94864	O94864	viralmirna		NA	FALSE	O94864	NA
bindingprot	bindingprot	NA	NA	POM121		Q96HA1	Q96HA1	viralmirna		NA	FALSE	Q96HA1	NA
cov2	NA	cov2	NA	NA		cov-miR-14	cov-miR-14	viralmirna		NA	FALSE	cov-miR-14	NA
bindingprot	bindingprot	NA	NA	USP4		Q13107	Q13107	viralmirna		NA	FALSE	Q13107	NA
cov2	NA	cov2	NA	NA		cov-miR-15	cov-miR-15	viralmirna		NA	FALSE	cov-miR-15	NA
bindingprot	bindingprot	NA	NA	CCNG1		P51959	P51959	viralmirna		NA	FALSE	P51959	NA
cov2	NA	cov2	NA	NA		cov-miR-16	cov-miR-16	viralmirna		NA	FALSE	cov-miR-16	NA
bindingprot;protein	bindingprot	NA	NA	MAML1		Q92585	Q92585	viralmirna		protein	FALSE	Q92585	NA
bindingprot	bindingprot	NA	NA	ULK1		O75385	O75385	viralmirna		NA	FALSE	O75385	NA
bindingprot	bindingprot	NA	NA	STK40		Q8N2I9	Q8N2I9	viralmirna		NA	FALSE	Q8N2I9	NA
bindingprot	bindingprot	NA	NA	TXK		P42681	P42681	viralmirna		NA	FALSE	P42681	NA
cov2	NA	cov2	NA	NA		cov-miR-17	cov-miR-17	viralmirna		NA	FALSE	cov-miR-17	NA
bindingprot	bindingprot	NA	NA	SPTLC1		O15269	O15269	viralmirna		NA	FALSE	O15269	NA
bindingprot	bindingprot	NA	NA	ASPH	-0.370139992	Q12797	Q12797	viralmirna	0.818315303	NA	FALSE	Q12797	NA
cov2	NA	cov2	NA	NA		cov-miR-18	cov-miR-18	viralmirna		NA	FALSE	cov-miR-18	NA
bindingprot	bindingprot	NA	NA	PDCD6IP	-0.316606227	Q8WUM4	Q8WUM4	viralmirna	1	NA	FALSE	Q8WUM4	NA
bindingprot;protein	bindingprot	NA	NA	ACVR1C		Q8NER5	Q8NER5	viralmirna		protein	FALSE	Q8NER5	NA
bindingprot	bindingprot	NA	NA	ZBTB5		O15062	O15062	viralmirna		NA	FALSE	O15062	NA
bindingprot	bindingprot	NA	NA	ARHGAP32	0.258146058	A7KAX9	A7KAX9	viralmirna	1	NA	FALSE	A7KAX9	NA
cov2	NA	cov2	NA	NA		cov-miR-19	cov-miR-19	viralmirna		NA	FALSE	cov-miR-19	NA
bindingprot	bindingprot	NA	NA	EYA3		Q99504	Q99504	viralmirna		NA	FALSE	Q99504	NA
bindingprot	bindingprot	NA	NA	ZMYND11		Q15326	Q15326	viralmirna		NA	FALSE	Q15326	NA
bindingprot	bindingprot	NA	NA	SRGAP1	0.363993113	Q7Z6B7	Q7Z6B7	viralmirna	0.321056365	NA	FALSE	Q7Z6B7	NA
bindingprot	bindingprot	NA	NA	DEK		P35659	P35659	viralmirna		NA	FALSE	P35659	NA
bindingprot	bindingprot	NA	NA	SPRY3		O43610	O43610	viralmirna		NA	FALSE	O43610	NA
protein	NA	NA	NA	VEGFB		P49765	P49765	viralmirna		protein	FALSE	P49765	NA
protein	NA	NA	NA	EGLN2		Q96KS0	Q96KS0	viralmirna		protein	FALSE	Q96KS0	NA
protein	NA	NA	NA	DDAH2	-0.400167257	O95865	O95865	viralmirna	0.016255804	protein	FALSE	O95865	NA
protein	NA	NA	NA	IFNB1		P01574	P01574	viralmirna		protein	FALSE	P01574	NA
protein	NA	NA	NA	ARNT		P27540	P27540	viralmirna		protein	FALSE	P27540	NA
protein	NA	NA	NA	LAMB2		P55268	P55268	viralmirna		protein	FALSE	P55268	NA
protein	NA	NA	NA	CASP1		P29466	P29466	viralmirna		protein	FALSE	P29466	NA
protein	NA	NA	NA	ECT2		Q9H8V3	Q9H8V3	viralmirna		protein	FALSE	Q9H8V3	NA
protein	NA	NA	NA	BUB1B-PAK6		Q9NQU5	Q9NQU5	viralmirna		protein	FALSE	Q9NQU5	NA
protein	NA	NA	NA	IFNAR1		P17181	P17181	viralmirna		protein	FALSE	P17181	NA
protein	NA	NA	NA	MYD88		Q99836	Q99836	viralmirna		protein	FALSE	Q99836	NA
protein	NA	NA	NA	CDKN2B		P42772	P42772	viralmirna		protein	FALSE	P42772	NA
protein	NA	NA	NA	LAMC1		P11047	P11047	viralmirna		protein	FALSE	P11047	NA
protein	NA	NA	NA	PGF		P49763	P49763	viralmirna		protein	FALSE	P49763	NA
protein	NA	NA	NA	GTF3A		Q92664	Q92664	viralmirna		protein	FALSE	Q92664	NA
protein	NA	NA	NA	EFNB2		P52799	P52799	viralmirna		protein	FALSE	P52799	NA
protein	NA	NA	NA	POLR2A		P24928	P24928	viralmirna		protein	FALSE	P24928	NA
protein;tf	NA	NA	NA	CEBPA		P49715	P49715	viralmirna		protein	FALSE	P49715	tf
protein	NA	NA	NA	CD14		P08571	P08571	viralmirna		protein	FALSE	P08571	NA
protein	NA	NA	NA	PTPRU		Q92729	Q92729	viralmirna		protein	FALSE	Q92729	NA
protein	NA	NA	NA	IRF2		P14316	P14316	viralmirna		protein	FALSE	P14316	NA
protein	NA	NA	NA	ANAPC13		Q9BS18	Q9BS18	viralmirna		protein	FALSE	Q9BS18	NA
protein	NA	NA	NA	LAMA4		Q16363	Q16363	viralmirna		protein	FALSE	Q16363	NA
protein	NA	NA	NA	NR1I2		O75469	O75469	viralmirna		protein	FALSE	O75469	NA
protein	NA	NA	NA	RASA2		Q15283	Q15283	viralmirna		protein	FALSE	Q15283	NA
protein	NA	NA	NA	SKI		P12755	P12755	viralmirna		protein	FALSE	P12755	NA
protein	NA	NA	NA	MEF2A		Q02078	Q02078	viralmirna		protein	FALSE	Q02078	NA
protein;tf	NA	NA	NA	ETS2	0.471427522	P15036	P15036	viralmirna	0.06093278	protein	FALSE	P15036	tf
protein	NA	NA	NA	SH2B1		Q9NRF2	Q9NRF2	viralmirna		protein	FALSE	Q9NRF2	NA
protein	NA	NA	NA	PTPRB		P23467	P23467	viralmirna		protein	FALSE	P23467	NA
protein	NA	NA	NA	PAK4		O96013	O96013	viralmirna		protein	FALSE	O96013	NA
protein	NA	NA	NA	LAMA3	-0.491264915	Q16787	Q16787	viralmirna	0.006179394	protein	FALSE	Q16787	NA
protein	NA	NA	NA	ANGPT2		O15123	O15123	viralmirna		protein	FALSE	O15123	NA
protein	NA	NA	NA	SUV39H1		O43463	O43463	viralmirna		protein	FALSE	O43463	NA
protein	NA	NA	NA	MECOM		Q03112	Q03112	viralmirna		protein	FALSE	Q03112	NA
protein	NA	NA	NA	CAT		P04040	P04040	viralmirna		protein	FALSE	P04040	NA
protein;tf	NA	NA	NA	IRF1	2.062502571	P10914	P10914	viralmirna	3.98E-39	protein	FALSE	P10914	tf
protein	NA	NA	NA	STK38		Q15208	Q15208	viralmirna		protein	FALSE	Q15208	NA
protein	NA	NA	NA	GTF2B		Q00403	Q00403	viralmirna		protein	FALSE	Q00403	NA
protein	NA	NA	NA	IFNAR2		P48551	P48551	viralmirna		protein	FALSE	P48551	NA
protein	NA	NA	NA	DYNLL1	-0.568075996	P63167	P63167	viralmirna	1.58E-04	protein	FALSE	P63167	NA
protein	NA	NA	NA	LAMB1		P07942	P07942	viralmirna		protein	FALSE	P07942	NA
protein	NA	NA	NA	CDKN2C		P42773	P42773	viralmirna		protein	FALSE	P42773	NA
protein	NA	NA	NA	GIT2		Q14161	Q14161	viralmirna		protein	FALSE	Q14161	NA
protein	NA	NA	NA	NCK2		O43639	O43639	viralmirna		protein	FALSE	O43639	NA
protein	NA	NA	NA	GTF2A1		P52655	P52655	viralmirna		protein	FALSE	P52655	NA
protein	NA	NA	NA	SGK1	0.429168072	O00141	O00141	viralmirna	1	protein	FALSE	O00141	NA
protein	NA	NA	NA	ARHGEF7		Q14155	Q14155	viralmirna		protein	FALSE	Q14155	NA
protein	NA	NA	NA	ABCA1		O95477	O95477	viralmirna		protein	FALSE	O95477	NA
protein	NA	NA	NA	CDC6		Q99741	Q99741	viralmirna		protein	FALSE	Q99741	NA
protein	NA	NA	NA	CXCR5		P32302	P32302	viralmirna		protein	FALSE	P32302	NA
protein	NA	NA	NA	E2F5		Q15329	Q15329	viralmirna		protein	FALSE	Q15329	NA
protein	NA	NA	NA	CCNH		P51946	P51946	viralmirna		protein	FALSE	P51946	NA
protein	NA	NA	NA	CCNC		P24863	P24863	viralmirna		protein	FALSE	P24863	NA
protein	NA	NA	NA	FRS3		O43559	O43559	viralmirna		protein	FALSE	O43559	NA
protein	NA	NA	NA	CRTC2		Q53ET0	Q53ET0	viralmirna		protein	FALSE	Q53ET0	NA
protein	NA	NA	NA	RB1CC1		Q8TDY2	Q8TDY2	viralmirna		protein	FALSE	Q8TDY2	NA
protein	NA	NA	NA	SAV1	-0.3874282	Q9H4B6	Q9H4B6	viralmirna	1	protein	FALSE	Q9H4B6	NA
protein	NA	NA	NA	CCNT1		O60563	O60563	viralmirna		protein	FALSE	O60563	NA
protein	NA	NA	NA	CAST	-0.521308134	P20810	P20810	viralmirna	1.23E-05	protein	FALSE	P20810	NA
protein	NA	NA	NA	GTF2E1		P29083	P29083	viralmirna		protein	FALSE	P29083	NA
protein	NA	NA	NA	LAMA2		P24043	P24043	viralmirna		protein	FALSE	P24043	NA
protein	NA	NA	NA	RBL1		P28749	P28749	viralmirna		protein	FALSE	P28749	NA
protein	NA	NA	NA	TEP1		Q99973	Q99973	viralmirna		protein	FALSE	Q99973	NA
protein	NA	NA	NA	LAMA5		O15230	O15230	viralmirna		protein	FALSE	O15230	NA
protein	NA	NA	NA	DAPK3		O43293	O43293	viralmirna		protein	FALSE	O43293	NA
protein	NA	NA	NA	ULK2		Q8IYT8	Q8IYT8	viralmirna		protein	FALSE	Q8IYT8	NA
protein	NA	NA	NA	HBP1		O60381	O60381	viralmirna		protein	FALSE	O60381	NA
protein	NA	NA	NA	CREB5		Q02930	Q02930	viralmirna		protein	FALSE	Q02930	NA
protein	NA	NA	NA	RPL10	-0.255384499	P27635	P27635	viralmirna	1	protein	FALSE	P27635	NA
protein	NA	NA	NA	NR1H3		Q13133	Q13133	viralmirna		protein	FALSE	Q13133	NA
protein	NA	NA	NA	CXCL2	1.122939839	P19875	P19875	viralmirna	1.90E-11	protein	FALSE	P19875	NA
protein	NA	NA	NA	CBX5		P45973	P45973	viralmirna		protein	FALSE	P45973	NA
protein	NA	NA	NA	ZNF692		Q9BU19	Q9BU19	viralmirna		protein	FALSE	Q9BU19	NA
protein	NA	NA	NA	RRM2		P31350	P31350	viralmirna		protein	FALSE	P31350	NA
protein	NA	NA	NA	NFIC		P08651	P08651	viralmirna		protein	FALSE	P08651	NA
protein	NA	NA	NA	PRMT1		Q99873	Q99873	viralmirna		protein	FALSE	Q99873	NA
protein	NA	NA	NA	UXT		Q9UBK9	Q9UBK9	viralmirna		protein	FALSE	Q9UBK9	NA
protein	NA	NA	NA	LATS2		Q9NRM7	Q9NRM7	viralmirna		protein	FALSE	Q9NRM7	NA
protein	NA	NA	NA	SMARCAD1	0.331411301	Q9H4L7	Q9H4L7	viralmirna	1	protein	FALSE	Q9H4L7	NA
protein	NA	NA	NA	WASL		O00401	O00401	viralmirna		protein	FALSE	O00401	NA
protein	NA	NA	NA	LAMB3	-0.547084428	Q13751	Q13751	viralmirna	0.004692928	protein	FALSE	Q13751	NA
protein	NA	NA	NA	LIMK1		P53667	P53667	viralmirna		protein	FALSE	P53667	NA
protein	NA	NA	NA	MGP		P08493	P08493	viralmirna		protein	FALSE	P08493	NA
protein	NA	NA	NA	CBX4		O00257	O00257	viralmirna		protein	FALSE	O00257	NA
protein	NA	NA	NA	MKNK2	-0.251700128	Q9HBH9	Q9HBH9	viralmirna	1	protein	FALSE	Q9HBH9	NA
protein	NA	NA	NA	SMARCC2		Q8TAQ2	Q8TAQ2	viralmirna		protein	FALSE	Q8TAQ2	NA
protein	NA	NA	NA	CXCR3		P49682	P49682	viralmirna		protein	FALSE	P49682	NA
protein	NA	NA	NA	MAPK8IP1		Q9UQF2	Q9UQF2	viralmirna		protein	FALSE	Q9UQF2	NA
protein	NA	NA	NA	TCF7L1		Q9HCS4	Q9HCS4	viralmirna		protein	FALSE	Q9HCS4	NA
protein	NA	NA	NA	CXCR6		O00574	O00574	viralmirna		protein	FALSE	O00574	NA
protein	NA	NA	NA	NCOR2		Q9Y618	Q9Y618	viralmirna		protein	FALSE	Q9Y618	NA
protein	NA	NA	NA	EIF4G2		P78344	P78344	viralmirna		protein	FALSE	P78344	NA
protein	NA	NA	NA	KPNA2		P52292	P52292	viralmirna		protein	FALSE	P52292	NA
protein	NA	NA	NA	RASGRP3		Q8IV61	Q8IV61	viralmirna		protein	FALSE	Q8IV61	NA
protein	NA	NA	NA	PIK3R4		Q99570	Q99570	viralmirna		protein	FALSE	Q99570	NA
protein	NA	NA	NA	SIVA1		O15304	O15304	viralmirna		protein	FALSE	O15304	NA
protein	NA	NA	NA	CCR6		P51684	P51684	viralmirna		protein	FALSE	P51684	NA
protein	NA	NA	NA	GHRL		Q9UBU3	Q9UBU3	viralmirna		protein	FALSE	Q9UBU3	NA
protein	NA	NA	NA	MAP2K5		Q13163	Q13163	viralmirna		protein	FALSE	Q13163	NA
protein	NA	NA	NA	SH2B2		O14492	O14492	viralmirna		protein	FALSE	O14492	NA
protein	NA	NA	NA	EPAS1		Q99814	Q99814	viralmirna		protein	FALSE	Q99814	NA
protein	NA	NA	NA	SHH		Q15465	Q15465	viralmirna		protein	FALSE	Q15465	NA
protein	NA	NA	NA	CCL4L1		P13236	P13236	viralmirna		protein	FALSE	P13236	NA
protein	NA	NA	NA	SP100	0.386954968	P23497	P23497	viralmirna	0.287346692	protein	FALSE	P23497	NA
protein	NA	NA	NA	NEK2		P51955	P51955	viralmirna		protein	FALSE	P51955	NA
protein	NA	NA	NA	RPL11		P62913	P62913	viralmirna		protein	FALSE	P62913	NA
protein	NA	NA	NA	SOD2		P04179	P04179	viralmirna		protein	FALSE	P04179	NA
protein	NA	NA	NA	FOXA1		P55317	P55317	viralmirna		protein	FALSE	P55317	NA
protein	NA	NA	NA	BCL10		O95999	O95999	viralmirna		protein	FALSE	O95999	NA
protein	NA	NA	NA	ID1		P41134	P41134	viralmirna		protein	FALSE	P41134	NA
protein	NA	NA	NA	DAPP1	0.35943754	Q9UN19	Q9UN19	viralmirna	0.861373786	protein	FALSE	Q9UN19	NA
protein	NA	NA	NA	COMMD1		Q8N668	Q8N668	viralmirna		protein	FALSE	Q8N668	NA
protein	NA	NA	NA	TH		P07101	P07101	viralmirna		protein	FALSE	P07101	NA
protein	NA	NA	NA	GTF2F1		P35269	P35269	viralmirna		protein	FALSE	P35269	NA
deg	NA	NA	deg	HLA-A	-0.858063831	P30443	P30443	viralmirna	8.52E-09	NA	FALSE	P30443	NA
