from	to	source	database
TNFSF10	TNFRSF10B	UniProt_LRdb	UniProt_LRdb
TNFSF10	TNFRSF10B	Wang	Wang
TNFSF10	TNFRSF10B	iTALK	iTALK
SHH	PTCH1	Baccin2019	Baccin2019
SHH	PTCH1	EMBRACE	EMBRACE
SHH	PTCH1	Fantom5_LRdb	Fantom5_LRdb
SHH	PTCH1	HPMR_LRdb	HPMR_LRdb
SHH	PTCH1	HPRD	HPRD
SHH	PTCH1	HPRD_LRdb	HPRD_LRdb
SHH	PTCH1	ICELLNET	ICELLNET
SHH	PTCH1	IntAct	IntAct
SHH	PTCH1	KEGG-MEDICUS	KEGG-MEDICUS
SHH	PTCH1	Kirouac2010	Kirouac2010
SHH	PTCH1	LRdb	LRdb
SHH	PTCH1	NetPath	NetPath
SHH	PTCH1	Ramilowski2015	Ramilowski2015
SHH	PTCH1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
SHH	PTCH1	SIGNOR	SIGNOR
SHH	PTCH1	SPIKE	SPIKE
SHH	PTCH1	SignaLink3	SignaLink3
SHH	PTCH1	Wang	Wang
SHH	PTCH1	iTALK	iTALK
GNRH1	GNRHR	Baccin2019	Baccin2019
GNRH1	GNRHR	CellPhoneDB	CellPhoneDB
GNRH1	GNRHR	Fantom5_LRdb	Fantom5_LRdb
GNRH1	GNRHR	Guide2Pharma	Guide2Pharma
GNRH1	GNRHR	Guide2Pharma_LRdb	Guide2Pharma_LRdb
GNRH1	GNRHR	HPMR_LRdb	HPMR_LRdb
GNRH1	GNRHR	HPRD	HPRD
GNRH1	GNRHR	HPRD_LRdb	HPRD_LRdb
GNRH1	GNRHR	I2D_CellPhoneDB	I2D_CellPhoneDB
GNRH1	GNRHR	KEGG-MEDICUS	KEGG-MEDICUS
GNRH1	GNRHR	LRdb	LRdb
GNRH1	GNRHR	Ramilowski2015	Ramilowski2015
GNRH1	GNRHR	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
GNRH1	GNRHR	SPIKE	SPIKE
GNRH1	GNRHR	Wang	Wang
GNRH1	GNRHR	iTALK	iTALK
WNT5A	ROR2	BioGRID	BioGRID
WNT5A	ROR2	CellPhoneDB	CellPhoneDB
WNT5A	ROR2	Fantom5_LRdb	Fantom5_LRdb
WNT5A	ROR2	HPRD	HPRD
WNT5A	ROR2	HPRD_LRdb	HPRD_LRdb
WNT5A	ROR2	I2D_CellPhoneDB	I2D_CellPhoneDB
WNT5A	ROR2	LRdb	LRdb
WNT5A	ROR2	NetPath	NetPath
WNT5A	ROR2	Ramilowski2015	Ramilowski2015
WNT5A	ROR2	Reactome_LRdb	Reactome_LRdb
WNT5A	ROR2	SIGNOR	SIGNOR
WNT5A	ROR2	SPIKE	SPIKE
WNT5A	ROR2	SignaLink3	SignaLink3
WNT5A	ROR2	Wang	Wang
WNT5A	ROR2	iTALK	iTALK
CXCL11	CXCR3	CellPhoneDB	CellPhoneDB
CXCL11	CXCR3	DIP	DIP
CXCL11	CXCR3	Fantom5_LRdb	Fantom5_LRdb
CXCL11	CXCR3	Guide2Pharma	Guide2Pharma
CXCL11	CXCR3	Guide2Pharma_LRdb	Guide2Pharma_LRdb
CXCL11	CXCR3	HPMR_LRdb	HPMR_LRdb
CXCL11	CXCR3	HPRD	HPRD
CXCL11	CXCR3	HPRD_LRdb	HPRD_LRdb
CXCL11	CXCR3	ICELLNET	ICELLNET
CXCL11	CXCR3	Kirouac2010	Kirouac2010
CXCL11	CXCR3	LRdb	LRdb
CXCL11	CXCR3	Ramilowski2015	Ramilowski2015
CXCL11	CXCR3	SIGNOR	SIGNOR
CXCL11	CXCR3	SPIKE	SPIKE
CXCL11	CXCR3	UniProt_LRdb	UniProt_LRdb
CXCL11	CXCR3	Wang	Wang
CXCL11	CXCR3	iTALK	iTALK
IL1B	IL1R2	Baccin2019	Baccin2019
IL1B	IL1R2	EMBRACE	EMBRACE
IL1B	IL1R2	Fantom5_LRdb	Fantom5_LRdb
IL1B	IL1R2	HPMR	HPMR
IL1B	IL1R2	HPMR_LRdb	HPMR_LRdb
IL1B	IL1R2	HPRD	HPRD
IL1B	IL1R2	HPRD_LRdb	HPRD_LRdb
IL1B	IL1R2	InnateDB	InnateDB
IL1B	IL1R2	LRdb	LRdb
IL1B	IL1R2	NetPath	NetPath
IL1B	IL1R2	Ramilowski2015	Ramilowski2015
IL1B	IL1R2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IL1B	IL1R2	SIGNOR	SIGNOR
IL1B	IL1R2	SPIKE	SPIKE
IL1B	IL1R2	UniProt_LRdb	UniProt_LRdb
IL1B	IL1R2	Wang	Wang
IL1B	IL1R2	iTALK	iTALK
TGFB1	TGFBR2	ACSN_SignaLink3	ACSN_SignaLink3
TGFB1	TGFBR2	Baccin2019	Baccin2019
TGFB1	TGFBR2	CancerCellMap	CancerCellMap
TGFB1	TGFBR2	DIP	DIP
TGFB1	TGFBR2	EMBRACE	EMBRACE
TGFB1	TGFBR2	Fantom5_LRdb	Fantom5_LRdb
TGFB1	TGFBR2	Guide2Pharma	Guide2Pharma
TGFB1	TGFBR2	HPMR	HPMR
TGFB1	TGFBR2	HPMR_LRdb	HPMR_LRdb
TGFB1	TGFBR2	HPRD	HPRD
TGFB1	TGFBR2	HPRD_LRdb	HPRD_LRdb
TGFB1	TGFBR2	InnateDB	InnateDB
TGFB1	TGFBR2	IntAct	IntAct
TGFB1	TGFBR2	LRdb	LRdb
TGFB1	TGFBR2	Lit-BM-17	Lit-BM-17
TGFB1	TGFBR2	NetPath	NetPath
TGFB1	TGFBR2	Ramilowski2015	Ramilowski2015
TGFB1	TGFBR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
TGFB1	TGFBR2	SIGNOR	SIGNOR
TGFB1	TGFBR2	SPIKE	SPIKE
TGFB1	TGFBR2	SignaLink3	SignaLink3
TGFB1	TGFBR2	UniProt_LRdb	UniProt_LRdb
TGFB1	TGFBR2	iTALK	iTALK
TGFB1	TGFBR1	Baccin2019	Baccin2019
TGFB1	TGFBR1	BioGRID	BioGRID
TGFB1	TGFBR1	DIP	DIP
TGFB1	TGFBR1	EMBRACE	EMBRACE
TGFB1	TGFBR1	Fantom5_LRdb	Fantom5_LRdb
TGFB1	TGFBR1	Guide2Pharma	Guide2Pharma
TGFB1	TGFBR1	HPMR	HPMR
TGFB1	TGFBR1	HPMR_LRdb	HPMR_LRdb
TGFB1	TGFBR1	HPRD	HPRD
TGFB1	TGFBR1	HPRD_LRdb	HPRD_LRdb
TGFB1	TGFBR1	Kirouac2010	Kirouac2010
TGFB1	TGFBR1	LRdb	LRdb
TGFB1	TGFBR1	NetPath	NetPath
TGFB1	TGFBR1	Ramilowski2015	Ramilowski2015
TGFB1	TGFBR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
TGFB1	TGFBR1	SIGNOR	SIGNOR
TGFB1	TGFBR1	SPIKE	SPIKE
TGFB1	TGFBR1	UniProt_LRdb	UniProt_LRdb
TGFB1	TGFBR1	iTALK	iTALK
IL2	IL2RG	ACSN_SignaLink3	ACSN_SignaLink3
IL2	IL2RG	Baccin2019	Baccin2019
IL2	IL2RG	DIP	DIP
IL2	IL2RG	Fantom5_LRdb	Fantom5_LRdb
IL2	IL2RG	Guide2Pharma	Guide2Pharma
IL2	IL2RG	HPMR_LRdb	HPMR_LRdb
IL2	IL2RG	HPRD	HPRD
IL2	IL2RG	HPRD_LRdb	HPRD_LRdb
IL2	IL2RG	InnateDB	InnateDB
IL2	IL2RG	InnateDB_SignaLink3	InnateDB_SignaLink3
IL2	IL2RG	LRdb	LRdb
IL2	IL2RG	NetPath	NetPath
IL2	IL2RG	Ramilowski2015	Ramilowski2015
IL2	IL2RG	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IL2	IL2RG	SIGNOR	SIGNOR
IL2	IL2RG	SignaLink3	SignaLink3
IL2	IL2RG	UniProt_LRdb	UniProt_LRdb
IL2	IL2RG	Wang	Wang
IL2	IL2RG	iTALK	iTALK
IL13	IL13RA1	ACSN_SignaLink3	ACSN_SignaLink3
IL13	IL13RA1	Baccin2019	Baccin2019
IL13	IL13RA1	DIP	DIP
IL13	IL13RA1	EMBRACE	EMBRACE
IL13	IL13RA1	Fantom5_LRdb	Fantom5_LRdb
IL13	IL13RA1	Guide2Pharma	Guide2Pharma
IL13	IL13RA1	HPMR	HPMR
IL13	IL13RA1	HPMR_LRdb	HPMR_LRdb
IL13	IL13RA1	HPRD	HPRD
IL13	IL13RA1	HPRD_LRdb	HPRD_LRdb
IL13	IL13RA1	InnateDB	InnateDB
IL13	IL13RA1	InnateDB_SignaLink3	InnateDB_SignaLink3
IL13	IL13RA1	IntAct	IntAct
IL13	IL13RA1	Kirouac2010	Kirouac2010
IL13	IL13RA1	LRdb	LRdb
IL13	IL13RA1	Lit-BM-17	Lit-BM-17
IL13	IL13RA1	Ramilowski2015	Ramilowski2015
IL13	IL13RA1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IL13	IL13RA1	SIGNOR	SIGNOR
IL13	IL13RA1	SignaLink3	SignaLink3
IL13	IL13RA1	UniProt_LRdb	UniProt_LRdb
IL13	IL13RA1	Wang	Wang
IL13	IL13RA1	iTALK	iTALK
IL13	IL13RA2	ACSN_SignaLink3	ACSN_SignaLink3
IL13	IL13RA2	Baccin2019	Baccin2019
IL13	IL13RA2	CellPhoneDB	CellPhoneDB
IL13	IL13RA2	DIP	DIP
IL13	IL13RA2	Fantom5_LRdb	Fantom5_LRdb
IL13	IL13RA2	HPMR	HPMR
IL13	IL13RA2	HPMR_LRdb	HPMR_LRdb
IL13	IL13RA2	HPRD	HPRD
IL13	IL13RA2	HPRD_LRdb	HPRD_LRdb
IL13	IL13RA2	ICELLNET	ICELLNET
IL13	IL13RA2	InnateDB	InnateDB
IL13	IL13RA2	InnateDB_SignaLink3	InnateDB_SignaLink3
IL13	IL13RA2	IntAct	IntAct
IL13	IL13RA2	LRdb	LRdb
IL13	IL13RA2	Ramilowski2015	Ramilowski2015
IL13	IL13RA2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IL13	IL13RA2	SignaLink3	SignaLink3
IL13	IL13RA2	UniProt_LRdb	UniProt_LRdb
IL13	IL13RA2	Wang	Wang
IL13	IL13RA2	iTALK	iTALK
TGFB3	TGFBR2	BioGRID	BioGRID
TGFB3	TGFBR2	CancerCellMap	CancerCellMap
TGFB3	TGFBR2	DIP	DIP
TGFB3	TGFBR2	Fantom5_LRdb	Fantom5_LRdb
TGFB3	TGFBR2	Guide2Pharma	Guide2Pharma
TGFB3	TGFBR2	HPMR_LRdb	HPMR_LRdb
TGFB3	TGFBR2	HPRD	HPRD
TGFB3	TGFBR2	HPRD_LRdb	HPRD_LRdb
TGFB3	TGFBR2	InnateDB	InnateDB
TGFB3	TGFBR2	InnateDB_SignaLink3	InnateDB_SignaLink3
TGFB3	TGFBR2	IntAct	IntAct
TGFB3	TGFBR2	LRdb	LRdb
TGFB3	TGFBR2	Lit-BM-17	Lit-BM-17
TGFB3	TGFBR2	NetPath	NetPath
TGFB3	TGFBR2	Ramilowski2015	Ramilowski2015
TGFB3	TGFBR2	SIGNOR	SIGNOR
TGFB3	TGFBR2	SignaLink3	SignaLink3
TGFB3	TGFBR2	UniProt_LRdb	UniProt_LRdb
TGFB3	TGFBR2	iTALK	iTALK
BMP2	BMPR2	Baccin2019	Baccin2019
BMP2	BMPR2	DIP	DIP
BMP2	BMPR2	EMBRACE	EMBRACE
BMP2	BMPR2	Fantom5_LRdb	Fantom5_LRdb
BMP2	BMPR2	Guide2Pharma	Guide2Pharma
BMP2	BMPR2	HPMR_LRdb	HPMR_LRdb
BMP2	BMPR2	HPRD	HPRD
BMP2	BMPR2	HPRD_LRdb	HPRD_LRdb
BMP2	BMPR2	InnateDB	InnateDB
BMP2	BMPR2	InnateDB_SignaLink3	InnateDB_SignaLink3
BMP2	BMPR2	LRdb	LRdb
BMP2	BMPR2	Lit-BM-17	Lit-BM-17
BMP2	BMPR2	Ramilowski2015	Ramilowski2015
BMP2	BMPR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
BMP2	BMPR2	SIGNOR	SIGNOR
BMP2	BMPR2	SignaLink3	SignaLink3
BMP2	BMPR2	UniProt_LRdb	UniProt_LRdb
BMP2	BMPR2	Wang	Wang
BMP2	BMPR2	iTALK	iTALK
GDF5	BMPR2	Baccin2019	Baccin2019
GDF5	BMPR2	EMBRACE	EMBRACE
GDF5	BMPR2	Fantom5_LRdb	Fantom5_LRdb
GDF5	BMPR2	HPMR_LRdb	HPMR_LRdb
GDF5	BMPR2	HPRD	HPRD
GDF5	BMPR2	HPRD_LRdb	HPRD_LRdb
GDF5	BMPR2	InnateDB	InnateDB
GDF5	BMPR2	InnateDB_SignaLink3	InnateDB_SignaLink3
GDF5	BMPR2	LRdb	LRdb
GDF5	BMPR2	Lit-BM-17	Lit-BM-17
GDF5	BMPR2	Ramilowski2015	Ramilowski2015
GDF5	BMPR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
GDF5	BMPR2	SignaLink3	SignaLink3
GDF5	BMPR2	Wang	Wang
GDF5	BMPR2	iTALK	iTALK
NDP	FZD4	Baccin2019	Baccin2019
NDP	FZD4	BioGRID	BioGRID
NDP	FZD4	EMBRACE	EMBRACE
NDP	FZD4	Fantom5_LRdb	Fantom5_LRdb
NDP	FZD4	HPMR_LRdb	HPMR_LRdb
NDP	FZD4	InnateDB	InnateDB
NDP	FZD4	InnateDB_SignaLink3	InnateDB_SignaLink3
NDP	FZD4	LRdb	LRdb
NDP	FZD4	Ramilowski2015	Ramilowski2015
NDP	FZD4	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NDP	FZD4	SignaLink3	SignaLink3
NDP	FZD4	Wang	Wang
NDP	FZD4	iTALK	iTALK
PRL	PRLR	CellPhoneDB	CellPhoneDB
PRL	PRLR	DIP	DIP
PRL	PRLR	Fantom5_LRdb	Fantom5_LRdb
PRL	PRLR	Guide2Pharma_LRdb	Guide2Pharma_LRdb
PRL	PRLR	HPMR	HPMR
PRL	PRLR	HPMR_LRdb	HPMR_LRdb
PRL	PRLR	HPRD	HPRD
PRL	PRLR	HPRD_LRdb	HPRD_LRdb
PRL	PRLR	I2D_CellPhoneDB	I2D_CellPhoneDB
PRL	PRLR	ICELLNET	ICELLNET
PRL	PRLR	IMEx_CellPhoneDB	IMEx_CellPhoneDB
PRL	PRLR	InnateDB	InnateDB
PRL	PRLR	InnateDB_CellPhoneDB	InnateDB_CellPhoneDB
PRL	PRLR	IntAct	IntAct
PRL	PRLR	IntAct_CellPhoneDB	IntAct_CellPhoneDB
PRL	PRLR	KEGG-MEDICUS	KEGG-MEDICUS
PRL	PRLR	LRdb	LRdb
PRL	PRLR	Lit-BM-17	Lit-BM-17
PRL	PRLR	Ramilowski2015	Ramilowski2015
PRL	PRLR	Reactome_SignaLink3	Reactome_SignaLink3
PRL	PRLR	SIGNOR	SIGNOR
PRL	PRLR	SignaLink3	SignaLink3
PRL	PRLR	Wang	Wang
PRL	PRLR	iTALK	iTALK
GH1	PRLR	CellPhoneDB	CellPhoneDB
GH1	PRLR	Fantom5_LRdb	Fantom5_LRdb
GH1	PRLR	HPRD	HPRD
GH1	PRLR	HPRD_LRdb	HPRD_LRdb
GH1	PRLR	I2D_CellPhoneDB	I2D_CellPhoneDB
GH1	PRLR	InnateDB-All_CellPhoneDB	InnateDB-All_CellPhoneDB
GH1	PRLR	IntAct_CellPhoneDB	IntAct_CellPhoneDB
GH1	PRLR	LRdb	LRdb
GH1	PRLR	Ramilowski2015	Ramilowski2015
GH1	PRLR	Reactome_SignaLink3	Reactome_SignaLink3
GH1	PRLR	SIGNOR	SIGNOR
GH1	PRLR	SignaLink3	SignaLink3
GH1	PRLR	iTALK	iTALK
GH1	GHR	BioGRID	BioGRID
GH1	GHR	CellPhoneDB	CellPhoneDB
GH1	GHR	DIP	DIP
GH1	GHR	Fantom5_LRdb	Fantom5_LRdb
GH1	GHR	Guide2Pharma	Guide2Pharma
GH1	GHR	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
GH1	GHR	Guide2Pharma_LRdb	Guide2Pharma_LRdb
GH1	GHR	HPMR_LRdb	HPMR_LRdb
GH1	GHR	ICELLNET	ICELLNET
GH1	GHR	InnateDB	InnateDB
GH1	GHR	IntAct	IntAct
GH1	GHR	KEGG-MEDICUS	KEGG-MEDICUS
GH1	GHR	LRdb	LRdb
GH1	GHR	Lit-BM-17	Lit-BM-17
GH1	GHR	Ramilowski2015	Ramilowski2015
GH1	GHR	Reactome_SignaLink3	Reactome_SignaLink3
GH1	GHR	SIGNOR	SIGNOR
GH1	GHR	SignaLink3	SignaLink3
GH1	GHR	Wang	Wang
GH1	GHR	iTALK	iTALK
IFNG	IFNGR2	Fantom5_LRdb	Fantom5_LRdb
IFNG	IFNGR2	Guide2Pharma	Guide2Pharma
IFNG	IFNGR2	HPMR	HPMR
IFNG	IFNGR2	HPMR_LRdb	HPMR_LRdb
IFNG	IFNGR2	HPRD	HPRD
IFNG	IFNGR2	HPRD_LRdb	HPRD_LRdb
IFNG	IFNGR2	InnateDB	InnateDB
IFNG	IFNGR2	LRdb	LRdb
IFNG	IFNGR2	Ramilowski2015	Ramilowski2015
IFNG	IFNGR2	Reactome_SignaLink3	Reactome_SignaLink3
IFNG	IFNGR2	SIGNOR	SIGNOR
IFNG	IFNGR2	SignaLink3	SignaLink3
IFNG	IFNGR2	UniProt_LRdb	UniProt_LRdb
IFNG	IFNGR2	Wang	Wang
IFNG	IFNGR2	iTALK	iTALK
IL3	IL3RA	BioGRID	BioGRID
IL3	IL3RA	DIP	DIP
IL3	IL3RA	Fantom5_LRdb	Fantom5_LRdb
IL3	IL3RA	Guide2Pharma	Guide2Pharma
IL3	IL3RA	Guide2Pharma_LRdb	Guide2Pharma_LRdb
IL3	IL3RA	HPMR	HPMR
IL3	IL3RA	HPMR_LRdb	HPMR_LRdb
IL3	IL3RA	HPRD	HPRD
IL3	IL3RA	HPRD_LRdb	HPRD_LRdb
IL3	IL3RA	InnateDB	InnateDB
IL3	IL3RA	Kirouac2010	Kirouac2010
IL3	IL3RA	LRdb	LRdb
IL3	IL3RA	NetPath	NetPath
IL3	IL3RA	Ramilowski2015	Ramilowski2015
IL3	IL3RA	SIGNOR	SIGNOR
IL3	IL3RA	SignaLink3	SignaLink3
IL3	IL3RA	UniProt_LRdb	UniProt_LRdb
IL3	IL3RA	Wang	Wang
IL3	IL3RA	iTALK	iTALK
IL12A	IL12RB1	Baccin2019	Baccin2019
IL12A	IL12RB1	DIP	DIP
IL12A	IL12RB1	Fantom5_LRdb	Fantom5_LRdb
IL12A	IL12RB1	Guide2Pharma	Guide2Pharma
IL12A	IL12RB1	HPMR	HPMR
IL12A	IL12RB1	HPMR_LRdb	HPMR_LRdb
IL12A	IL12RB1	InnateDB	InnateDB
IL12A	IL12RB1	LRdb	LRdb
IL12A	IL12RB1	Lit-BM-17	Lit-BM-17
IL12A	IL12RB1	Ramilowski2015	Ramilowski2015
IL12A	IL12RB1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IL12A	IL12RB1	SIGNOR	SIGNOR
IL12A	IL12RB1	SignaLink3	SignaLink3
IL12A	IL12RB1	UniProt_LRdb	UniProt_LRdb
IL12A	IL12RB1	Wang	Wang
IL12A	IL12RB1	iTALK	iTALK
IFNA1	IFNAR1	Fantom5_LRdb	Fantom5_LRdb
IFNA1	IFNAR1	Guide2Pharma	Guide2Pharma
IFNA1	IFNAR1	HPMR	HPMR
IFNA1	IFNAR1	HPMR_LRdb	HPMR_LRdb
IFNA1	IFNAR1	HPRD	HPRD
IFNA1	IFNAR1	HPRD_LRdb	HPRD_LRdb
IFNA1	IFNAR1	LRdb	LRdb
IFNA1	IFNAR1	Ramilowski2015	Ramilowski2015
IFNA1	IFNAR1	SIGNOR	SIGNOR
IFNA1	IFNAR1	SignaLink3	SignaLink3
IFNA1	IFNAR1	UniProt_LRdb	UniProt_LRdb
IFNA1	IFNAR1	Wang	Wang
IFNA1	IFNAR1	iTALK	iTALK
IFNB1	IFNAR1	Baccin2019	Baccin2019
IFNB1	IFNAR1	DIP	DIP
IFNB1	IFNAR1	Fantom5_LRdb	Fantom5_LRdb
IFNB1	IFNAR1	Guide2Pharma	Guide2Pharma
IFNB1	IFNAR1	HPMR_LRdb	HPMR_LRdb
IFNB1	IFNAR1	HPRD	HPRD
IFNB1	IFNAR1	HPRD_LRdb	HPRD_LRdb
IFNB1	IFNAR1	LRdb	LRdb
IFNB1	IFNAR1	Macrophage	Macrophage
IFNB1	IFNAR1	Ramilowski2015	Ramilowski2015
IFNB1	IFNAR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IFNB1	IFNAR1	SIGNOR	SIGNOR
IFNB1	IFNAR1	SignaLink3	SignaLink3
IFNB1	IFNAR1	UniProt_LRdb	UniProt_LRdb
IFNB1	IFNAR1	Wang	Wang
IFNB1	IFNAR1	iTALK	iTALK
IFNA1	IFNAR2	DIP	DIP
IFNA1	IFNAR2	Fantom5_LRdb	Fantom5_LRdb
IFNA1	IFNAR2	Guide2Pharma	Guide2Pharma
IFNA1	IFNAR2	HPMR	HPMR
IFNA1	IFNAR2	HPMR_LRdb	HPMR_LRdb
IFNA1	IFNAR2	LRdb	LRdb
IFNA1	IFNAR2	Ramilowski2015	Ramilowski2015
IFNA1	IFNAR2	SIGNOR	SIGNOR
IFNA1	IFNAR2	SignaLink3	SignaLink3
IFNA1	IFNAR2	UniProt_LRdb	UniProt_LRdb
IFNA1	IFNAR2	Wang	Wang
IFNA1	IFNAR2	iTALK	iTALK
IFNB1	IFNAR2	Baccin2019	Baccin2019
IFNB1	IFNAR2	DIP	DIP
IFNB1	IFNAR2	Fantom5_LRdb	Fantom5_LRdb
IFNB1	IFNAR2	Guide2Pharma	Guide2Pharma
IFNB1	IFNAR2	HPMR_LRdb	HPMR_LRdb
IFNB1	IFNAR2	HPRD	HPRD
IFNB1	IFNAR2	HPRD_LRdb	HPRD_LRdb
IFNB1	IFNAR2	LRdb	LRdb
IFNB1	IFNAR2	Macrophage	Macrophage
IFNB1	IFNAR2	Ramilowski2015	Ramilowski2015
IFNB1	IFNAR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IFNB1	IFNAR2	SIGNOR	SIGNOR
IFNB1	IFNAR2	SignaLink3	SignaLink3
IFNB1	IFNAR2	UniProt_LRdb	UniProt_LRdb
IFNB1	IFNAR2	Wang	Wang
IFNB1	IFNAR2	iTALK	iTALK
SHH	PTCH2	Baccin2019	Baccin2019
SHH	PTCH2	EMBRACE	EMBRACE
SHH	PTCH2	Fantom5_LRdb	Fantom5_LRdb
SHH	PTCH2	HPRD	HPRD
SHH	PTCH2	HPRD_LRdb	HPRD_LRdb
SHH	PTCH2	LRdb	LRdb
SHH	PTCH2	NetPath	NetPath
SHH	PTCH2	Ramilowski2015	Ramilowski2015
SHH	PTCH2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
SHH	PTCH2	SIGNOR	SIGNOR
SHH	PTCH2	SignaLink3	SignaLink3
SHH	PTCH2	Wang	Wang
SHH	PTCH2	iTALK	iTALK
IHH	PTCH2	Baccin2019	Baccin2019
IHH	PTCH2	CancerCellMap	CancerCellMap
IHH	PTCH2	EMBRACE	EMBRACE
IHH	PTCH2	Fantom5_LRdb	Fantom5_LRdb
IHH	PTCH2	HPRD	HPRD
IHH	PTCH2	HPRD_LRdb	HPRD_LRdb
IHH	PTCH2	ICELLNET	ICELLNET
IHH	PTCH2	LRdb	LRdb
IHH	PTCH2	NetPath	NetPath
IHH	PTCH2	Ramilowski2015	Ramilowski2015
IHH	PTCH2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IHH	PTCH2	SIGNOR	SIGNOR
IHH	PTCH2	SignaLink3	SignaLink3
IHH	PTCH2	Wang	Wang
IHH	PTCH2	iTALK	iTALK
WNT5A	FZD4	Baccin2019	Baccin2019
WNT5A	FZD4	EMBRACE	EMBRACE
WNT5A	FZD4	Fantom5_LRdb	Fantom5_LRdb
WNT5A	FZD4	HPMR	HPMR
WNT5A	FZD4	HPMR_LRdb	HPMR_LRdb
WNT5A	FZD4	LRdb	LRdb
WNT5A	FZD4	Ramilowski2015	Ramilowski2015
WNT5A	FZD4	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
WNT5A	FZD4	SIGNOR	SIGNOR
WNT5A	FZD4	SignaLink3	SignaLink3
WNT5A	FZD4	Wang	Wang
WNT5A	FZD4	iTALK	iTALK
WNT1	LRP6	Baccin2019	Baccin2019
WNT1	LRP6	CancerCellMap	CancerCellMap
WNT1	LRP6	EMBRACE	EMBRACE
WNT1	LRP6	Fantom5_LRdb	Fantom5_LRdb
WNT1	LRP6	HPRD	HPRD
WNT1	LRP6	HPRD_LRdb	HPRD_LRdb
WNT1	LRP6	LRdb	LRdb
WNT1	LRP6	NetPath	NetPath
WNT1	LRP6	ProtMapper	ProtMapper
WNT1	LRP6	REACH_ProtMapper	REACH_ProtMapper
WNT1	LRP6	Ramilowski2015	Ramilowski2015
WNT1	LRP6	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
WNT1	LRP6	SIGNOR	SIGNOR
WNT1	LRP6	SignaLink3	SignaLink3
WNT1	LRP6	Wang	Wang
WNT1	LRP6	iTALK	iTALK
IL23A	IL12RB1	Baccin2019	Baccin2019
IL23A	IL12RB1	EMBRACE	EMBRACE
IL23A	IL12RB1	Fantom5_LRdb	Fantom5_LRdb
IL23A	IL12RB1	Guide2Pharma	Guide2Pharma
IL23A	IL12RB1	HPMR_LRdb	HPMR_LRdb
IL23A	IL12RB1	HPRD	HPRD
IL23A	IL12RB1	HPRD_LRdb	HPRD_LRdb
IL23A	IL12RB1	LRdb	LRdb
IL23A	IL12RB1	Ramilowski2015	Ramilowski2015
IL23A	IL12RB1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IL23A	IL12RB1	SIGNOR	SIGNOR
IL23A	IL12RB1	SignaLink3	SignaLink3
IL23A	IL12RB1	UniProt_LRdb	UniProt_LRdb
IL23A	IL12RB1	Wang	Wang
IL23A	IL12RB1	iTALK	iTALK
SHH	GAS1	HPRD	HPRD
SHH	GAS1	LRdb	LRdb
SHH	GAS1	NetPath	NetPath
IL23A	IL23R	Baccin2019	Baccin2019
IL23A	IL23R	Fantom5_LRdb	Fantom5_LRdb
IL23A	IL23R	Guide2Pharma	Guide2Pharma
IL23A	IL23R	HPMR	HPMR
IL23A	IL23R	HPMR_LRdb	HPMR_LRdb
IL23A	IL23R	HPRD	HPRD
IL23A	IL23R	HPRD_LRdb	HPRD_LRdb
IL23A	IL23R	InnateDB	InnateDB
IL23A	IL23R	LRdb	LRdb
IL23A	IL23R	Lit-BM-17	Lit-BM-17
IL23A	IL23R	Ramilowski2015	Ramilowski2015
IL23A	IL23R	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IL23A	IL23R	SIGNOR	SIGNOR
IL23A	IL23R	SignaLink3	SignaLink3
IL23A	IL23R	UniProt_LRdb	UniProt_LRdb
IL23A	IL23R	Wang	Wang
IL23A	IL23R	iTALK	iTALK
PSEN1	NCSTN	EMBRACE	EMBRACE
PSEN1	NCSTN	Fantom5_LRdb	Fantom5_LRdb
PSEN1	NCSTN	HPMR	HPMR
PSEN1	NCSTN	HPMR_LRdb	HPMR_LRdb
PSEN1	NCSTN	HPRD	HPRD
PSEN1	NCSTN	HPRD_LRdb	HPRD_LRdb
PSEN1	NCSTN	IntAct	IntAct
PSEN1	NCSTN	LRdb	LRdb
