	B cell_healthy	CTL_healthy	MC_healthy	MoD-Ma_healthy	moDC_healthy	NKT_healthy	NKT-p_healthy	nrMa_healthy	pDC_healthy	rMa_healthy	Treg_healthy
CLIC4	0.30157404	0	0	0.383478974	0	0	0.050700443	0.335272806	0	0.293664268	0
RUNX3	4.369812109	4.92059489	2.081673081	6.298502058	0	0	0	1.032673182	0.529661017	1.333024379	3.379916873
RP11-84D1.1	0	0	0	0	0	0	0	0	0	0	0
RP11-84D1.2	0	0	0	0	0	0	0	0	0	0	0
SYF2	0.871551842	1.300034386	2.274082867	0.759781392	0	4.078303426	1.158405053	1.280067029	2.986411782	1.234119529	1.22835126
C1orf63	2.957169143	3.216140675	2.494350533	2.657144911	0	0	0.157230066	2.262752714	3.516072799	0.124475811	2.121632468
RP3-465N24.6	0	0	0	0	0	0	0	0.044893378	0	0	0
RHD	0	0	0	0	0	0	0	0	0	0	0
TMEM50A	1.238749224	2.159843377	2.184239105	1.090277351	0	0	1.923474273	4.194325476	1.927089748	0.32120086	2.615011797
RHCE	0	0	0	0	0	0	0	0	0	0	0
TMEM57	0.374861115	0.32360169	0.619016177	0	0	0	0.043499632	0.09389492	0	0.757592905	0.781770579
LDLRAP1	0	0.061124694	0	0	0	0	0.095086334	0	0	0	0.397003822
RP11-70P17.1	0	0	0	0	0	0	0.04137446	0	0	0	0
MAN1C1	0	0.057683433	0.206338726	0	0	0	0	0	0	0	0.306787994
RP1-187B23.1	0	0.142259505	0.206338726	0	0	0	0	0	0	0	0.045861041
SEPN1	0.049198556	0	0	0	0	0	0.515225976	0.210434765	0	0	0.172649182
RP1-317E23.3	0	0	0	0	0	0	0	0	0	0	0.087427872
MTFR1L	0.11542869	0.130342797	0.224537453	0	18.69158879	0	0	0.089586305	0	0.019540028	0.157785729
AUNIP	0	0	0	0	0	0	0.54140386	0	0	0	0
RP1-125I3.2	0	0	0	0	0	0	0	0.439869799	0	0	0
PAQR7	0	0	0	0	0	0	0	0	0	0	0
STMN1	0	0.369366432	0.84355363	0	0	0	6.616121401	0.093720323	3.854179496	0.305250305	0.190865845
PAFAH2	0	0.152252523	0.655413631	0	0	0	0	0.160960613	0	0	0
PDIK1L	0.110809569	0.152890751	0	0	0	0	0	0	0	0.019540028	0.255549199
ZNF593	0.532930901	0.170652019	0.224537453	0.163988193	0	0	0.753588461	0.31209051	0	0.970496067	0.379215398
CNKSR1	0	0	0	0	0	0	0.847661837	0	0	0	0
CEP85	0	0.068756876	0	0	0	8.156606852	0	0	0	0.046155266	0
SH3BGRL3	8.517256075	12.38983183	17.57362808	24.48224783	0	32.62642741	1.399638206	16.17002969	9.533898305	10.54674261	10.97418093
UBXN11	0.289025199	0.111383382	0	0.376302418	0	0	0.018651966	0.463139058	0	0.048890193	0.086896072
CD52	20.40174579	14.98904864	2.002638348	6.480710824	0	34.1316563	0	5.00450575	3.177966102	2.749082277	14.33490196
AIM1L	0	0	0	0	0	0	0	0	0	0	0
ZNF683	0	2.443438426	0	0	0	0	0	0	0	0	0.23197058
LIN28A	0	0	0	0	0	0	0	0	0	0	0
DHDDS	0.490275477	0.77212648	0	0	0	0	0.044127467	0.14226606	0.529661017	0.046155266	0.216599817
RP3-476K8.3	0	0	0	0	0	0	0	0	0	0	0
HMGN2	2.33814543	2.248786289	2.502803008	1.79605447	0	8.156606852	6.372067878	2.337334899	2.456750765	2.218475285	1.724181746
RPS6KA1	0.475956884	0.387789843	1.246571927	0	0	0	0.069352409	0.217918102	0	0.191097696	0.215219475
ARID1A	0.935697649	0.696635635	0.206338726	0.212314225	0	0	1.331003735	0.376089895	0	0.394863849	0.492681777
PIGV	0	0	0	0	0	0	0.227520932	0	0	0	0
ZDHHC18	0.172666374	0.13165323	0.206338726	0.219490781	0	0	0	0.071555327	0	0.037432154	0.098624193
SFN	0	0	0	0	0	0	2.652679889	0	0	0	0
GPN2	0.141731003	0.043350095	0	0	0	0	0.071477582	0.113840296	0	0.166333999	0.36166296
GPATCH3	0.111326342	0	0	0	0	0	0.282759211	0.048547696	0.529661017	0	0
NUDC	0.837622206	0.798330501	0.430876178	0.163988193	0	0	0.392330394	0.675702068	0	0.134166346	0.605803318
C1orf172	0	0	0	0	0	0	0.085760351	0	0	0	0.046142488
TRNP1	0	0	0	0	0	0	0	0	0	0.305250305	0
FAM46B	0	0	0	0	0	0	0	0	0	0	0
SLC9A1	0	0.164149705	0.206338726	0	0	0	0.034801483	0.077337726	0	0	0.089903803
WDTC1	0.081024145	0.18697917	0	0	0	0	0	0.122120688	0	0.065695294	0.206024253
TMEM222	0.244276841	0.181958519	0	0	0	0	0.009325983	0.08064799	0	0	0.444303099
SYTL1	0.433190573	0.104384774	0	0	0	0	0.516316239	0	0	0.105862375	0.193709112
MAP3K6	0.076049097	0.161135594	0	0.163988193	0	0	0.009325983	0.08018393	0	0	0.151206968
FCN3	0	0	0	0	0	0	0	0	0	0	0
CD164L2	0	0	0	0	0	0	0.244146586	0	0	0.048890193	0
GPR3	0	0	0	0	0	0	0	0	0	0	0
WASF2	0.523635008	0.964929688	1.260500868	0.431805006	0	0	0.965228417	2.699387454	1.059322034	0.136171705	0.809333441
RP1-159A19.4	0	0	0	0	0	0	0	0	0	0	0
AHDC1	0.363597001	0.20744143	0	0	0	0	0	0.020820191	0	0.037432154	0.081516201
FGR	0.099170571	0.04326008	0.206338726	1.149926294	0	0	0	1.326208355	0	0.424616082	0
IFI6	0	0.609300466	0.412677451	0	18.69158879	0	0.615204095	0.464548259	0	0	0.415454445
FAM76A	0.285815562	0.521389509	0	0	0	0	0.009325983	0.145503688	0.529661017	0.048890193	0.477219323
STX12	0.538919673	0.497631485	1.47110938	0.163988193	0	0	1.206810679	0.811907651	0	0.087043657	0.880971537
PPP1R8	0	0.343792376	0	0	0	0	0.232953619	0.135297964	0.529661017	0.058620083	0.181010088
THEMIS2	0.351992666	0.099925222	0	0.438981563	0	0	0	1.154301217	3.854179496	0.509244588	0.357320221
RPA2	0.584577346	0.454935013	0.713129725	0	0	0	0.262237684	0.469969003	0	0.28751509	0.459646428
XKR8	0.037045269	0.265313962	0	0	0	0	0.086999265	0	0	0.046155266	0.109953545
EYA3	0.454621463	0.166977061	0	0.212314225	0	0	0	0.083928996	0	0.019540028	0.165320725
PTAFR	0.269241725	0	0.861752357	0	0	0	0.0254755	0.585229773	0	0.342682459	0
DNAJC8	1.072821524	1.522667678	0.937667178	1.726709397	0	0	1.516427252	0.972605081	0.529661017	1.734875549	2.211901824
ATPIF1	1.374718971	1.470920267	2.911297771	0.219490781	0	4.078303426	4.795653593	0.735626077	0	3.710785428	1.567229856
RP5-1092A3.4	0.15847173	0.139383566	0	0	0	0	0	0	0	0	0
RP5-1092A3.5	0	0	0	0	0	0	0	0	0	0	0
SESN2	0	0.259411144	0	0.431805006	0	0	0.018651966	0.020064487	0	0.019540028	0.113921167
MED18	0	0.158277936	0	0.493973523	0	0	0.009325983	0	0	0	0.076578474
PHACTR4	0.688814094	0.72098276	0.655413631	0.431805006	0	0	0.470640604	0.26841873	0	0.039080055	1.007944544
RCC1	0.189709762	0	0.412677451	0	0	0	0.219336726	0	0	0	0.046142488
TRNAU1AP	0.3068251	0.35200269	0.224537453	0	0	0	0.105651231	0.809696394	1.397428731	0.305250305	0.349286394
SNHG12	0.609061777	0.871038807	0.206338726	0.327976386	0	0	0.018651966	0.120517752	1.588983051	0	0.780176518
TAF12	0	0.227840343	0.224537453	0	0	0	0.54140386	0.267656941	0	0.037432154	0.593788013
RAB42	0	0	0	0	0	0	0	0	0	0	0
RNU11	0.07838342	0.109146659	0	1.191586399	0	0	0	0.197564979	0.529661017	0	0.25721294
GMEB1	0.251593498	0.46341456	0.224537453	0	0	0	0	0.684299097	1.927089748	0.019540028	0.296172864
YTHDF2	0.675955253	0.479927248	1.99182932	0.212314225	18.69158879	4.830917874	0.502096811	0.628258608	0.529661017	0.101316808	1.229701042
EPB41	0.809356394	1.575055562	0	0	0	0	0	0.102770244	0.529661017	0.048890193	1.506357904
TMEM200B	0	0	0	0	0	0	0	0	0	0	0
SRSF4	0.527707531	0.637766945	0	0.219490781	0	0	0.699662478	0.52915758	0	0.065695294	0.710027875
RP11-242O24.5	0	0.046702783	0	0	0	0	0	0	0	0	0
MECR	0.281892015	0	0.506790999	0	0	0	0.235200038	0.059560495	0	0.445037828	0
PTPRU	0	0	0	0	0	0	0.850416521	0	0	0	0
MATN1-AS1	0	0.044859142	0	0	0	0	0	0	0	0	0.082935932
LAPTM5	7.137623962	3.938988934	8.430408224	3.943885057	18.69158879	4.078303426	0	7.945684565	2.986411782	5.230272256	3.404603928
SDC3	0	0	0	0	0	0	0	0.048547696	0	0	0
PUM1	1.223833835	0.679543444	0	0.219490781	0	0	0.461514101	0.651947883	0.529661017	0.039080055	1.162516933
NKAIN1	0	0	0	0	0	0	0	0	0	0	0
SNRNP40	0.582469489	0.523311681	0	0	0	0	0.050700443	0.201800154	0	0.372664594	0.376536908
ZCCHC17	0.43066058	0.19936191	1.485038321	0.42462845	0	0	0.159414237	0.21412729	0	0.223306181	0.369939223
FABP3	0	0	0	0	0	0	0	0	0	0	0
SERINC2	0	0	0.206338726	0	0	0	1.798082616	0.10018963	1.397428731	0	0
AC114494.1	0	0	0	0	0	0	0	0	0	0	0
RP11-439L8.3	0	0	0	0	0	0	0	0	1.397428731	0	0
RP11-439L8.4	0	0	0	0	0	0	0	0	0	0	0
TINAGL1	0.081024145	0	0	0	0	0	0	0.077337726	0	0	0
PEF1	0.15130933	0.214158675	1.47110938	0	0	0	0.096325248	0.204227427	0	0.19141639	0.287294628
COL16A1	0	0	0.673612359	0	0	0	0	0	0	0	0
BAI2	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	0	0	0	0	0	0	0	0	0	0	0
RP11-84A19.2	0	0	0	0	0	0	0	0	0	0	0
RP11-84A19.4	0	0.192786672	0	0	0	0	0	0.024565256	0	0	0
PTP4A2	1.990250755	4.181432342	2.665441679	4.65833705	0	0	2.399647008	2.901971066	1.588983051	1.966729408	3.317405433
RP4-534N18.2	0	0	0	0	0	0	0	0	0	0	0
KHDRBS1	1.348867503	2.253197236	1.687194357	0.877452497	0	0	1.035104007	1.550449243	2.794857462	0.911317412	1.340627366
RP11-277A4.4	0	0	0	0	0	0	0	0	0	0	0
TMEM39B	0.111326342	0.065876153	0.506790999	0	0	0	0.241966705	0.042650801	0	0.293685756	0
KPNA6	0.868772262	0.741423674	0.937667178	0.822460537	0	4.078303426	0.847603185	0.3983409	1.927089748	0.258668426	0.902711968
TXLNA	0.6087731	0.538925031	0	0.163988193	0	0	1.164644789	0.269805983	0	0	0.282671618
CCDC28B	0.250162606	0	0.224537453	0.163988193	0	0	0	0.020820191	0	0	0
IQCC	0	0	0	0	0	0	0	0	0	0	0
DCDC2B	0.076049097	0	0	0	0	0	0	0	0	0	0.131001507
TMEM234	0.027963424	0.125628141	0	0	0	0	0.44449086	0.621426796	0	0	0
EIF3I	0.778329034	0.513418774	0.506790999	0	0	4.078303426	1.087134089	0.761530158	0	0.525006274	1.48039106
LCK	0.151339275	2.481294203	0	0	0	0	0	0	0	0	2.108951765
HDAC1	0.269585094	0.581445948	0.430876178	0	0	0	1.06167162	0.242172214	0	0.407792183	1.234938389
MARCKSL1	0.721682568	0.263817806	0	4.314920781	0	0	0.40959882	1.101683647	1.059322034	1.089277534	0.049862877
TSSK3	0	0	0	0	0	0	0	0	0	0	0
FAM229A	0	0.152416287	0	0	0	0	0	0	0	0	0.175070028
BSDC1	0.514044571	0.643480483	0	0	0	0	0.018651966	0.317024437	4.192286193	0	0.619010389
ZBTB8B	0	0	0	0	0	0	0	0	0	0	0.124602828
ZBTB8A	0	0	0	0	0	0	0	0	0	0	0
ZBTB8OS	0.398221378	0.39398322	0.224537453	0.219490781	0	0	0.055955899	0.037812187	1.397428731	0.056972182	0.619672279
RBBP4	0.53590635	1.531248464	1.162204631	0.219490781	0	0	0.096953082	0.745200812	3.324518479	0.629213867	1.021730065
SYNC	0.541290669	0.504085341	0	0	0	0	0.752941101	0.042434735	1.397428731	0.046155266	0.292806512
KIAA1522	0	0	0.206338726	0	0	0	0.755643572	0.077337726	0	0.658164619	0
YARS	0.296549565	0.36455462	0.412677451	0	0	0	0.31693286	0.138356981	1.397428731	0.039080055	0.628221944
S100PBP	0.494755117	1.125682331	0.673612359	0	0	0	1.317587529	0.071555327	1.397428731	0.039080055	0.667824711
FNDC5	0	0	0	0	0	0	0	0	0	0	0
HPCA	0	0	0	0	0	0	0	0	0	0	0
TMEM54	0	0	0	0	0	0	0.874061102	0.618314475	0	0	0
RNF19B	0	0	0	0.163988193	0	0	0.094200075	0.369849337	0	0.11293528	0.092284976
AK2	0.423293567	0.933319434	0.224537453	0	0	0	1.077216013	0.329006312	0	0.427852102	0.442287681
ADC	0	0.191345267	0	0	0	0	0	0	0	0	0.155402253
TRIM62	0.1118193	0	0	0.212314225	0	0	0	0	0	0	0
ZNF362	0.071469411	0.291125363	0.224537453	0	0	0	0	0	0	0	0.206309455
PHC2	0.027963424	0.533516225	0.430876178	0	0	0	0.034801483	0.988822927	0	0.446424707	0.383938366
ZSCAN20	0	0	0	0	0	0	0	0	0	0	0
CSMD2	0	0.045754026	0	0	0	0	0	0	0	0	0
SMIM12	0.127133995	0.578328709	0.206338726	0.219490781	0	0	0	0.222030435	0	0.114585487	0.156294036
GJB5	0	0	0	0	0	0	0.04137446	0	0	0	0
GJB4	0	0	0	0	0	0	0	0	0	0	0
GJB3	0	0	0	0	0	0	0.295185344	0	0	0	0
DLGAP3	0	0	0	0	0	0	0	0.092375517	0	0.046155266	0
RP11-244H3.4	0	0.094126506	0	0	0	0	0	0.044893378	0	0	0
ZMYM6NB	0	0	0	0	0	0	0	0	0	0	0
ZMYM6	0.223145642	0.435881259	0.430876178	0	0	0	0	0.166397936	0	0.037432154	0.345268692
ZMYM1	0.066298929	0.264508416	0	0	0	0	0	0	0	0.058620083	0.229735421
SFPQ	3.618040442	4.69655397	2.727340461	3.144963134	0	0	2.614591008	2.853925812	13.68118256	0.714038766	4.387910234
ZMYM4	0.091642229	0.332374318	0.430876178	0.219490781	0	0	0.141886236	0.144885616	0	0.037432154	0.248724462
KIAA0319L	0.457344841	0.401558218	0.224537453	0	0	0	0.255451781	0.106305258	1.397428731	0	0.893024603
NCDN	0.071469411	0	0	0	0	0	0.009325983	0	0	0	0
RP4-728D4.2	0.076049097	0	0	0	0	0	0	0	0	0.048890193	0.054976772
TFAP2E	0	0	0	0	0	0	0	0	0	0.048890193	0
PSMB2	0.65206147	0.575048326	1.354614416	0.212314225	0	0	1.286786821	0.448947999	2.118644068	1.092540569	0.389658801
C1orf216	0.158472841	0.220360994	0	0	0	0	0	0.057757563	0	0	0.082385896
CLSPN	0	0.113507378	0.506790999	0	0	0	0.816999837	0	0	0	0.097049689
AGO4	0.116270944	0.949252453	0	0	0	0	0.009325983	0.403003487	0	0.037432154	0.636810253
AGO1	0.503117822	0.887589725	0.224537453	0.815283981	0	0	0.02797795	0.422001831	0	0.065695294	0.308514005
AGO3	0.571791135	0.737714392	0.713129725	1.200261271	0	0	0.0254755	1.689066276	2.456750765	0.124475811	1.052985898
TEKT2	0	0	0	0	0	0	0	0	0	0.048890193	0
ADPRHL2	0.086300637	0.152664231	0.224537453	0	0	0	0.052825616	0.100544794	0	0.019540028	0.143318284
COL8A2	0	0	0	0.383478974	0	0	0	0.032231344	0	0	0
TRAPPC3	0.184708254	0.174499818	0.713129725	0.493973523	0	0	0.062151599	0.917224579	0	0.058780517	0.513480048
MAP7D1	0.448109024	0.343143038	0.506790999	0.877452497	0	0	0.187392186	0.243628486	1.927089748	0.097860572	0.768844372
THRAP3	0.934811223	1.687643701	1.969447904	0.636942675	0	0	2.09437065	0.723032437	1.927089748	0.318919424	1.129728414
SH3D21	0	0	0.206338726	0	0	0	0	0.044893378	0	0.019540028	0.068797083
EVA1B	0	0.078369906	0.224537453	0	0	0	0	0.640860412	0	0.019540028	0.074521201
RP11-268J15.5	0	0	0	0	0	0	0	0.134680135	0	0	0
STK40	0.238701234	0.146396627	0.224537453	0.163988193	0	0	0.445891113	0.216575395	0	0.138444718	0.045272427
LSM10	0.511496441	0.154107865	0.206338726	0.42462845	0	4.078303426	0	0.266626605	0	2.139123736	0.229614241
OSCP1	0.049972016	0	0.206338726	0	0	0	0	0	0	0.048890193	0
MRPS15	0.488287362	0.452102096	1.354614416	0	0	4.078303426	0.624019454	0.360385705	0	0.951054615	0.647724194
CSF3R	0	0	0	0.602969756	0	0	0	1.438459612	0	0	0
LINC01137	0	0	0.206338726	0	0	0	0	0	0	0.019540028	0.226254216
ZC3H12A	0.279048845	0.065876153	0	0.163988193	0	0	0.837096346	0.475961939	0	0.646669994	0.433176223
MEAF6	0.754338036	1.367599389	0.937667178	0.431805006	0	4.078303426	0.252996432	0.228248209	0	0.138284284	0.712577847
SNIP1	0.201798121	0.403567131	0	0	0	0	0.340408149	0.022586314	1.927089748	0.072290899	0.090616646
DNALI1	0	0	0	0	0	0	0.085760351	0.024565256	0	0	0
GNL2	0.259343483	0.364984228	0.506790999	0.163988193	0	0	0.292247954	0.220907972	1.927089748	0.35938105	0.090616646
C1orf109	0	0.085616438	0.224537453	0	0	0	0.009325983	0	1.059322034	0	0.258983206
CDCA8	0	0.131752306	0	0	0	0	0.414467896	0	0	0	0
MANEAL	0.066298929	0	0	0	0	0	0	0.020820191	0	0	0
YRDC	0.336301117	0.130743185	0	0.602969756	0	0	0.0254755	0.097886537	1.397428731	0.097395894	0.383663168
C1orf122	0.207781537	0.135323185	0.224537453	0.493973523	0	0	0.801026824	0.442164748	0	0.541840339	0.151733015
MTF1	0.386151074	0.102985159	0	0.163988193	0	0	0.151212219	0.292314323	0	0.039080055	0.312674421
RP11-109P14.10	0	0	0	0	0	0	0	0	0	0	0
INPP5B	0.575998134	0.238726495	0	0	0	0	0	0.057757563	0	0.046155266	0.2398516
SF3A3	0.458945107	0.638797836	1.08628981	0.636942675	0	0	0.752941101	0.329635624	0	0.286789301	0.701872
FHL3	0	0.210852488	0.713129725	0.491964579	0	0	0	0.144027687	0	0.093639261	0.175454298
UTP11L	0.074616965	0.324788901	0	0.383478974	0	0	0.16874022	1.478256083	0.529661017	0.046155266	0.114939571
POU3F1	0	0	0	0	0	0	0.009325983	0	0	0	0
RRAGC	0.416853819	0.379546953	0.412677451	0.212314225	0	0	0.133938736	0.373651665	1.397428731	0.221832349	0.689373512
RP5-864K19.4	0	0	0	0	0	0	0	0.036974181	0	0	0
MYCBP	0.091642229	0.089718285	0	0	0	0	0.547029215	0.065713569	1.059322034	0	0.104839649
RHBDL2	0.07838342	0	0	0	0	0	0.805683963	0	0	0	0
AKIRIN1	0.516422979	0.708370865	0.847823416	1.302080947	0	0	0.105651231	0.883788316	1.588983051	0.04088839	0.362162044
NDUFS5	1.5983619	1.025619847	2.589526858	2.454016186	18.69158879	0	6.946020361	1.887309834	1.059322034	3.748201517	1.80858855
MACF1	3.153642585	4.629088379	1.498967261	1.247088987	0	0	0.288689135	0.736616116	4.192286193	0.10477535	6.615133044
KIAA0754	0.207045258	0.139941386	0	0	0	0	0	0.165424604	0	0	0.241942477
RP11-69E11.4	0.027963424	0.079138968	0.206338726	0	0	0	0	0.032231344	0	0	0.299721447
PABPC4	0.550557278	0.500494876	0.224537453	0.540290611	0	0	0.777426632	0.609054513	0	0.292006094	0.193006307
PPIE	0.1118193	0.328869569	0.412677451	0	0	0	0.204037834	0.149377376	0	0.097395894	0.438968827
BMP8B	0	0	0	0	0	0	0	0.078669047	0	0	0.097049689
TRIT1	0.113071009	0.320221964	0	0	0	0	0	0	0	0.019540028	0
MYCL	0	0	0	0	0	0	0.726789728	0	0	0.281292551	0
MFSD2A	0.272377059	0	0.506790999	0	0	0	0.167361736	0.185249161	0	0.587889477	0.081772835
CAP1	1.559895035	2.345302125	3.270528915	0.383478974	0	0	1.008490044	2.156741974	0	2.563482709	2.276505052
PPT1	0.272837156	0.644719329	0.224537453	0.327976386	0	0	0.0254755	1.299120563	0	1.181586266	0.364287619
RLF	0.363837759	0.579257133	0.206338726	0.212314225	0	0	0.242279602	0.097167643	1.059322034	0.078320545	0.519028892
RP1-39G22.7	0	0.132705831	0	0	0	0	0	0	0	0	0.109953545
ZMPSTE24	0.339526726	0.679743039	0	0	0	0	0.303817035	0.444240634	0	0.097780385	0.595840101
COL9A2	0.335833375	0	0	0	0	0	0	0	0	0.046155266	0
SMAP2	2.330674283	0.958649543	0	0	0	0	0.043499632	1.218534429	1.059322034	0.311304418	0.466494367
ZFP69B	0.145428225	0.177242113	0	0	0	0	0	0	0	0	0
ZFP69	0.113071009	0	0	0	0	0	0	0.059363739	0	0	0
RP11-656D10.3	0.037045269	0.164149705	0	0	0	0	0	0	0	0	0
EXO5	0.049198556	0.122725414	0	0	0	0	0	0.059363739	0	0	0.089903803
ZNF684	0	0.169518545	0	0	0	0	0.009325983	0	0	0	0
RIMS3	0	0	0	0	0	0	0	0	0	0	0.211483557
NFYC-AS1	0	0.144148914	0	0	0	0	0.009325983	0	0	0.086322347	0.142414015
NFYC	0.296637694	0.139866775	0	0.595793199	18.69158879	0	0.151212219	0.287722643	0	0.476699596	0.113921167
CITED4	0	0.229779661	0	0	0	0	0.553251064	0.138237869	0	0.170068027	0
CTPS1	0.106346844	0.219881917	0	0	0	0	0.852202109	0	0	0.019540028	0
SCMH1	0.064156027	0.114013936	0	0	0	0	0.456183641	0	0	0	0.211483557
FOXO6	0	0	0	0	0	0	0	0	0	0	0
EDN2	0	0	0	0	0	0	0	0	0	0	0
HIVEP3	0.225979087	0.310332589	0	0.438981563	0	0	0.254138209	0.207047089	0	0.179455541	0.431483623
FOXJ3	0.321494	0.665097749	0	0.219490781	0	0	0	0.296024925	1.397428731	0	0.317691355
RIMKLA	0	0	0	0	0	0	0	0	0	0	0
ZMYND12	0	0	0	0	0	0	0	0	0	0.61500615	0
PPCS	0.288313861	0.75587674	0.731328452	0	0	0	1.334096438	1.185471112	2.794857462	2.002412976	0.671172887
CCDC30	0.027963424	0	0	0	0	0	0	0.020820191	0	0	0
PPIH	0.517144321	0.227945803	0.955865905	0.595793199	0	0	0.539242723	0.234150613	0	0.329236425	0.348242691
YBX1	5.364693489	2.77259099	7.760978554	11.74469924	74.76635514	4.830917874	8.869536098	12.08570085	4.237288136	12.92048259	4.419121692
LEPRE1	0.049972016	0.228703933	0	0	0	0	0.052825616	0.080480306	0.529661017	0.092310533	0.187940268
C1orf50	0	0	0	0	0	0	0	0.329888621	0	0.105862375	0.113921167
CCDC23	0.205710143	0.558719277	0.224537453	0.219490781	0	0	0.754431806	0.089027944	0	1.558938634	0.503140334
ERMAP	0	0	0	0	0	0	0	0.171597859	0	0	0
ZNF691	0	0.090415913	0.623285964	0	0	0	0	0	0	0	0
SLC2A1	0.153730028	0.458570179	0	0	0	0	0.634846565	0.057757563	2.456750765	0.06843022	0.367428117
SLC2A1-AS1	0.076049097	0	0	0	0	0	0	0	0	0	0.412664859
FAM183A	0	0	0	0	0	0	0	0	0	1.098297639	0
EBNA1BP2	0.364060424	0.108676644	1.072360869	0	0	0	1.204213841	0.202899727	0.529661017	0.621062353	0.068797083
WDR65	0	0	0	0	0	0	0	0	0	0	0
TMEM125	0	0	0	0	0	0	0	0	0	0	0
C1orf210	0	0	0	0	0	0	0	0	0	0	0
TIE1	0	0	0	0	0	0	0	0	0	0	0
RP1-92O14.3	0	0	0	0	0	0	0	0	0	0	0.045272427
CDC20	0	0	0	0	0	0	0.174007417	0	0	0	0
ELOVL1	0.11192944	0.277607685	0	0	0	0	1.208233613	1.038008662	0	0.16593016	0.553104005
MED8	0.027963424	0.186294779	0.937667178	0	0	0	0.486203904	0.262276529	0	0.178539547	0.213987823
SZT2	0.233738975	0.995871141	0	0	0	0	0.009325983	0	3.324518479	0.065695294	0.30760489
HYI	0	0	0	0	0	0	0.32413367	0	0	0	0
HYI-AS1	0	0.07118451	0	0	0	0	0	0	0	0	0
PTPRF	0	0	0	0	0	0	0.864962616	0	0	0	0
KDM4A	0.064156027	0.430053717	0.506790999	0	0	0	0.447605652	0.227257802	1.397428731	0	0.087535014
KDM4A-AS1	0	0	0	0	0	0	0	0	0	0	0
ST3GAL3	0	0	0.206338726	0	0	0	0	0	0	0.048890193	0.208644183
ARTN	0	0	0	0	0	0	0	0	0	0	0
RP11-7O11.3	0	0.068756876	0	0	0	0	0	0	0	0	0
IPO13	0	0.169791523	0	0	0	0	0	0	0	0.097780385	0
DPH2	0	0.131971152	0	0	0	0	0	0.041640381	0	0.111370954	0.045861041
ATP6V0B	1.844312555	0.559686349	2.010028047	3.664102053	0	0	1.924514577	3.801306727	2.118644068	2.058613918	0.731773708
B4GALT2	0	0.061124694	0	0	0	0	0	0	0	0	0
CCDC24	0.027963424	0	0	0	0	0	0.0254755	0	0	0	0
SLC6A9	0	0	0	0	0	0	0	0	0	0	0
DMAP1	0.553087606	0.429934841	0.224537453	0	0	0	0.218942943	0.080779039	0	0.04088839	0.523373864
ERI3	0.305987157	0	0	0	0	0	0.267532818	0.082322819	0	0.019540028	0
RNF220	0.320257942	0.349103461	0	0.219490781	0	0	0.807783232	0.143598802	0	0.058780517	0.863489773
TMEM53	0.093307083	0.093405567	0	0	0	0	0.009325983	0.076902924	0	0	0
C1orf228	0.177942866	0.079138968	0.449074906	0.163988193	0	0	0	0	0.529661017	0.06843022	0
KIF2C	0	0	0	0	0	0	2.195058927	0	0	0	0
RPS8	45.64496162	17.91220094	27.32781682	55.45979133	0	51.63486772	44.41350173	26.56292053	36.31005391	57.29633077	25.23432797
BEST4	0	0	0	0	0	0	0	0	0	0	0.046142488
PLK3	0.643459029	0	0	0.376302418	0	0	0	0.794681561	0.529661017	0.628924549	0.42436883
TCTEX1D4	0	0	0	0	0	0	0	0	0	0	0
BTBD19	0	0	0	0	0	0	0	0	0	0	0
PTCH2	0	0.125628141	0	0	0	0	0	0	0	0	0.046142488
EIF2B3	0	0.398405984	0	0	0	0	0	0.151913049	0	0	0.231723145
HECTD3	0.091642229	0.161268739	0.206338726	0	0	0	0.219336726	0.020064487	0	0	0.14291073
UROD	0.046653541	0.090415913	0.206338726	0.383478974	0	0	0.043499632	0.119337659	0	0.620732464	0.082935932
ZSWIM5	0	0	0	0	0	0	0.0254755	0	0	0	0
HPDL	0	0	0	0	0	0	0.715266472	0	0	0	0
MUTYH	0.102984552	0	0	0	0	0	1.339185703	0.080480306	0	0	0.294925192
TOE1	0.1118193	0.04326008	0.206338726	0	0	0	0.0254755	0.142627033	0	0	0.283651493
TESK2	0	0	0	0	0	0	0.009325983	0.133381936	0	0	0
CCDC163P	0	0	0	0	0	0	0	0	0	0	0
MMACHC	0	0	0	0	0	0	0	0.032231344	0	0	0
PRDX1	4.298501267	1.205906279	2.216366773	2.615995435	0	0	24.43350213	2.003523643	0	9.36239002	0.737366699
AKR1A1	0.654220352	0.183763447	0.224537453	0.431805006	0	0	1.625991023	1.156967836	0	2.204084269	0.545238698
NASP	1.087145693	0.7665987	0.731328452	0.327976386	0	0	2.477201409	1.258841867	1.927089748	0.060428418	0.660722078
CCDC17	0.203464723	0.100820106	0	0	0	0	0	0	0	0	0
GPBP1L1	0.753697248	1.081691359	0.206338726	0.602969756	0	0	0.474335793	0.292114252	1.397428731	0.945522797	0.630588258
TMEM69	0.037045269	0.079138968	0.224537453	0	0	0	0	0.080480306	1.397428731	0	0.262484845
IPP	0.046653541	0.35381035	0	0	0	0	0.043499632	0.024565256	0	0	0.265945963
MAST2	0.125081303	0.065876153	0.206338726	0.219490781	0	0	0.232953619	0	0	0.428867427	0
PIK3R3	0.076049097	0.22952509	0	0	0	0	0.340851269	0.080343876	0	0.019540028	0.097049689
